theta_deg,dsigma_domega_mb_sr,ratio_to_rutherford
0.01,8938200000000.0,0.99999
1.0,81435.0,0.91103
2.0,4825.098409,0.86354
3.0,1596.065745,1.4457
4.0,1251.185727,3.5806
5.0,1212.880156,8.4702
6.0,1210.362724,17.518
7.0,1202.967433,32.234
8.0,1185.205299,54.136
9.0,1157.873983,84.643
10.0,1122.711134,124.97
11.0,1081.353995,176.04
12.0,1035.188889,238.4
13.0,985.379887,312.17
14.0,932.919373,396.99
15.0,878.668569,492.01
16.0,823.385081,595.91
17.0,767.740408,706.93
18.0,712.330647,822.94
19.0,657.682936,941.48
20.0,604.259391,1059.9
21.0,552.459692,1175.4
22.0,502.623122,1285.3
23.0,455.030508,1386.8
24.0,409.90638,1477.6
25.0,367.421503,1555.5
26.0,327.695844,1618.7
27.0,290.801982,1666.1
28.0,256.768926,1696.7
29.0,225.58626,1710.3
30.0,197.208544,1707.1
31.0,171.559859,1688.0
32.0,148.538416,1654.0
33.0,128.021122,1607.0
34.0,109.868019,1548.7
35.0,93.926523,1481.5
36.0,80.035393,1407.9
37.0,68.028375,1330.3
38.0,57.737491,1251.4
39.0,48.995934,1173.5
40.0,41.640568,1099.2
41.0,35.514023,1030.5
42.0,30.466395,969.38
43.0,26.356568,917.37
44.0,23.053188,875.77
45.0,20.435301,845.47
46.0,18.392714,827.02
47.0,16.826095,820.61
48.0,15.646848,826.11
49.0,14.77682,843.03
50.0,14.14785,870.64
51.0,13.701208,907.93
52.0,13.386952,953.69
53.0,13.163232,1006.5
54.0,12.995554,1065.0
55.0,12.856043,1127.4
56.0,12.72271,1192.3
57.0,12.578733,1257.9
58.0,12.411782,1322.7
59.0,12.213373,1385.3
60.0,11.978275,1444.2
61.0,11.70396,1498.2
62.0,11.390107,1546.1
63.0,11.03816,1587.1
64.0,10.65093,1620.3
65.0,10.232249,1645.1
66.0,9.786668,1661.2
67.0,9.319198,1668.4
68.0,8.835092,1666.5
69.0,8.339658,1655.8
70.0,7.838111,1636.6
71.0,7.335451,1609.2
72.0,6.836365,1574.2
73.0,6.345157,1532.3
74.0,5.865693,1484.3
75.0,5.401369,1431.0
76.0,4.955091,1373.3
77.0,4.529268,1312.1
78.0,4.125822,1248.4
79.0,3.746197,1183.0
80.0,3.391388,1116.9
81.0,3.061967,1050.8
82.0,2.758116,985.69
83.0,2.479669,922.16
84.0,2.22615,860.9
85.0,1.996813,802.47
86.0,1.790688,747.32
87.0,1.606618,695.85
88.0,1.443305,648.33
89.0,1.299342,604.96
90.0,1.173253,565.83
91.0,1.063525,530.97
92.0,0.968638,500.33
93.0,0.88709,473.78
94.0,0.817422,451.14
95.0,0.758234,432.2
96.0,0.708202,416.68
97.0,0.666091,404.31
98.0,0.630759,394.77
99.0,0.601167,387.73
100.0,0.576377,382.89
101.0,0.555557,379.93
102.0,0.537972,378.55
103.0,0.522983,378.46
104.0,0.510043,379.4
105.0,0.498686,381.11
106.0,0.488521,383.38
107.0,0.479222,386.02
108.0,0.470524,388.84
109.0,0.462207,391.69
110.0,0.454097,394.42
111.0,0.446052,396.93
112.0,0.437956,399.1
113.0,0.429719,400.84
114.0,0.421266,402.05
115.0,0.412536,402.66
116.0,0.403479,402.59
117.0,0.394055,401.77
118.0,0.384232,400.14
119.0,0.373986,397.64
120.0,0.3633,394.22
121.0,0.352168,389.85
122.0,0.340592,384.47
123.0,0.328583,378.09
124.0,0.316165,370.69
125.0,0.303372,362.28
126.0,0.290247,352.9
127.0,0.276846,342.58
128.0,0.263235,331.39
129.0,0.249488,319.42
130.0,0.235686,306.76
131.0,0.221916,293.52
132.0,0.208267,279.83
133.0,0.194832,265.83
134.0,0.1817,251.66
135.0,0.168959,237.46
136.0,0.156689,223.39
137.0,0.144966,209.57
138.0,0.133855,196.15
139.0,0.123413,183.26
140.0,0.113686,171.0
141.0,0.104708,159.49
142.0,0.096505,148.79
143.0,0.089091,139.0
144.0,0.08247,130.16
145.0,0.076638,122.31
146.0,0.071583,115.49
147.0,0.06729,109.71
148.0,0.063735,104.98
149.0,0.060894,101.29
150.0,0.05874,98.643
151.0,0.057248,97.024
152.0,0.05639,96.421
153.0,0.056141,96.82
154.0,0.05648,98.207
155.0,0.057384,100.57
156.0,0.058834,103.9
157.0,0.060815,108.18
158.0,0.063307,113.4
159.0,0.066294,119.54
160.0,0.069758,126.58
161.0,0.073675,134.49
162.0,0.07802,143.23
163.0,0.082759,152.75
164.0,0.087853,162.98
165.0,0.093255,173.82
166.0,0.098907,185.18
167.0,0.104744,196.92
168.0,0.110691,208.89
169.0,0.116665,220.94
170.0,0.122576,232.88
171.0,0.128329,244.52
172.0,0.133825,255.66
173.0,0.138966,266.09
174.0,0.143655,275.61
175.0,0.1478,284.04
176.0,0.151317,291.2
177.0,0.154133,296.93
178.0,0.15619,301.12
179.0,0.157441,303.67
179.99,0.157862,304.53
